Date,Model,Capacity,Price,Link,Description
2024-06-12,iPhone X,64GB,"€ 130,00",Apple iphone x 64gb battery status 99% origineel. Met fast lader en usb kabel netjes staat. Technisch ook ok. Clean icloud etc vas,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125506184-apple-iphone-x-met-accessoire-zgan-64gb-130
2024-06-12,iPhone X,,"€ 100,00","Supernette iphone x te koop omdat ik een ander toestel heb aangeschaft. De phone is in uitstekende staat, heeft altijd in een hoes",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125556275-supernette-iphone-x
2024-06-12,iPhone X,,"€ 160,00",Nette iphone x. Altijd in het hoesje gezeten die op de foto staat. Deze mag je erbij hebben. Altijd een screenprotector gehad dus,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125603229-iphone-x-246-gb
2024-06-12,iPhone X,64GB,"€ 100,00","Iphone x 64gb baterij 77% zonder krassen wel is camera licht beschadigd, beeld is iets wazig maar werkt nog  verder goed. Incl. Af",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125670934-iphone-x
2024-06-12,iPhone X,64GB,"€ 90,00",Iphone x zwart 64 gb betterij percentage: 76% doet het nog perfect,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125554793-iphone-x-64gb
2024-06-12,iPhone X,64GB,"€ 125,00","Nette iphone 10s, 64gb space grey. Met oortjes kabel en hoesje van spigen. De iphone heeft nog 77% batterijcapaciteit, alles is no",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125740428-iphone-xs-64gb-space-grey-accessoires-donkergrijs-x-s
2024-06-12,iPhone X,64GB,"€ 139,00","Iphone x 64gb. In zeer goede staat alles werkt naar behoren , geen krassen of gebruikerssporen simlock vrij batterij conditie 100%",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125579579-iphone-x-64gb-in-zeer-goede-staat
2024-06-12,iPhone X,64GB,"€ 150,00",Iphone x 64 gb kleur: wit/silver incl. Originele verpakking excl. Oplader geen schades.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125634389-iphone-x-64-gb
2024-06-12,iPhone X,64GB,"€ 135,00",Ik verkoop mijn iphone x met 64 gb ivm aanschaf andere telefoon. Zoals u ziet zit er geen enkele kras op het beeldscherm. Altijd m,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125605751-iphone-x-64-gb
2024-06-12,iPhone X,,"€ 30,00",Iphone x met activatie lock voor onderdelen achter kant beschadigd voor en zijkanten zijn niet beschadigd ik ben mijn wachtwoord v,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125722250-iphone-x-met-activatielock-voor-onderdelen
2024-06-12,iPhone X,64GB,"€ 95,00",Goed werkende iphone x 64 gb lichte gebruikers sporen met een hoesje niet zichtbaar batterijpercentage 72% wordt geleverd zonder n,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125714872-iphone-x-64gb-space-gray
2024-06-12,iPhone X,64GB,"€ 140,00",De telefoon is nog helemaal netjes. Nergens krasjes. Komt samen met een blauw hoesje en een nieuwe screen protector. Batterijcapac,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125673205-iphone-x-64-gb
2024-06-12,iPhone X,,"€ 200,00","Zeer goed onderhouden en kras vrije iphone x ligt al een paar jaar in de kast, misschien kan ik er iemand anders blij mee maken. B",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2125507002-iphone-x
