Date,Model,Capacity,Price,Link,Description
2024-06-22,iPhone 11,,"€ 175,00","Beste mp bezoekers, iphone 11 paars in verband met aanschaf van een ander telefoon doe ik deze iphone 11 weg! Geen krassen in sche",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129034269-iphone-11
2024-06-22,iPhone 11,128GB,"€ 199,00",Zo goed als nieuw uitziende iphone 11. Werkt nog prima en er zijn nauwelijks beschadigingen zichtbaar. Altijd in case gezeten met,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128884628-nette-iphone-11-128gb
2024-06-22,iPhone 11,64GB,"€ 100,00","Gebruikte iphone 11. Hij laadt nog prima op. Het scherm doet het ook nog maar de letter i, j,k,n,m gaan moeizaam tijdens het typen",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128936976-iphone-11-zwart-64gb
2024-06-22,iPhone 11,64GB,"€ 160,00","Hierbij verkoop ik deze apple iphone 11 64gb kleur paars (lila, purple) de iphone ziet er nog heel net uit, en heeft een krasvrij",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128955435-iphone-11-64gb-paars-85-batterij
2024-06-22,iPhone 11,128GB,"€ 190,00",Iphone 11 128gb violet. Altijd een screen protector en een telefoon hoesje gebruikt. - Geen krassen of deuken daardoor. - Telefoon,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128866449-apple-iphone-11-128gb-violet
2024-06-22,iPhone 11,64GB,"€ 125,00",Te koop aangeboden. Iphone 11 (64)  batterij capaciteit 73% zitten wat krassen op.  Speaker heeft een hele lichte ruis.. Bijna nie,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128963737-iphone-11
2024-06-22,iPhone 11,64GB,"€ 165,00",Hierbij bied ik deze hele mooie iphone 11 aan met 64gb opslag. Dit is een super nette iphone met een hele mooie groene kleur. De t,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128994246-iphone-11-mint-groen-64gb
2024-06-22,iPhone 11,128GB,"€ 175,00",Kras op de voorkant. 71 Proc batt conditie,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129036905-iphone-11-128gb-71
2024-06-22,iPhone 11,256GB,"€ 170,00",Zeer nette iphone 11 te koop. Er zijn hier en daar wat gebruikssporen maar voor de rest is hij in goeie conditie! Uiteraard werkt,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129039333-iphone-11-256gb-zwart
2024-06-22,iPhone 11 Pro,,"€ 220,00","Iphone 11 + airpods pro 2, wordt verkocht wegens overstap naar een andere telefoon. De telefoon ziet er nog zeer goed uit, het hee",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129011200-iphone-11-met-airpods-pro-2
