Date,Model,Capacity,Price,Link,Description
2024-06-08,iPhone Xr,64GB,"€ 125,00",In origineel staat verkerend iphone xr red edition te koop aangeboden. Geen schade of krassen. Het is met liefde gebruikt. Simlock,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124273809-super-mooi-iphone-xr-64gb
2024-06-08,iPhone Xr,128GB,"€ 115,00",Hierbij bied ik iphone xr te koop aan. Het is een simlock vrij toestel. Er zit nieuw krasvrij/ schadevrij scherm op.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124273606-goed-werkende-iphone-xr-128hb
2024-06-08,iPhone Xr,64GB,"€ 130,00",Iphone xr 64 gb altijd in hoesje gezeten met bescherm glas,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124109673-iphone-xr-64-gb-altijd-in-hoesje-gezeten-met-bescherm-glas
2024-06-08,iPhone Xr,64GB,"€ 140,00",Apple iphone xr black edition 64gb zgan= top condition 99% battery status original tecnisch en uiterlijk ok met usb kabel en oplad,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124174615-apple-iphone-xr-64gb-zgan-battery-99-140
2024-06-08,iPhone Xr,64GB,"€ 110,00","Mooie iphone xr, alles werkt nog goed. Scherm is nog heel",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124094713-iphone-xr-64gb
2024-06-08,iPhone Xr,,"€ 185,00",Bieden is mogelijk,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124317887-iphone-xr
2024-06-08,iPhone Xr,,"€ 175,00",Zeer nette en in goede consitie iphone 10 xr. Kort gebruikt 1 jaar. Conditie batterij = 82 % altijd in een hoesje gezeten en dusbg,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123960774-iphone-xr-10
2024-06-08,iPhone Xr,,"€ 150,00",Iphone xr,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124332595-iphone-xr
2024-06-08,iPhone Xr,64GB,"€ 150,00","Witte ipone xr  64gb scherm en achterkant onbeschadigd, altijd gebruikt met screenprotector en hoesje batterijconditie 76%",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123919119-iphone-xr-64gb-wit
2024-06-08,iPhone Xr,,"€ 30,00","Alphen aan den rijn !!!! Is er iemand die ik blij kan maken met deze iphone ? Misschien als project of iets anders , hij laad goed",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2124086358-vergrendelende-iphone-xr-voor-6uur-ophalen-moet-zms-weg
