Date,Model,Capacity,Price,Link,Description
2024-06-03,iPhone X,256GB,"€ 120,00",Nette iphone in goede staat 256gb maximum capaciteit batterij 71% ios 16.7.1 Zonder oplader,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122276867-apple-iphone-x-256gb-space-grey
2024-06-03,iPhone X,,"€ 130,00",Iphone x in goede staat. Doet het nog perfect,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122349764-iphone-x
2024-06-03,iPhone X,,"€ 100,00","Iphone x face id helaas niet meer werkend, achterkant kapot. Batterij vervangen in oktober 2022. Er zit 1 hoesje bij. Ik verkoop h",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122552978-iphone-x
2024-06-03,iPhone X,64GB,"€ 170,00","Iphone x, space gray, 64gb geen krasjes, amper gebruikt, zo goed als nieuw",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122443225-iphone-x-space-gray-64gb
2024-06-03,iPhone X,256GB,"€ 199,95",Tijdelijk ongekende kortingen. Wees er snel bij! T/m 4 juni. Laatste dag! Gebruik de kortingscode: #vakantie$$$korting   heb je in,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122424397-iphone-x-256gb-zilver-batterij-80
2024-06-03,iPhone X,64GB,"€ 50,00","Iphone x 64gb. De touchscreen en alle knoppen werken verder volledig naar behoren. Heeft opmerkelijk genoeg geen valschade, maar w",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122346125-iphone-x-64gb
2024-06-03,iPhone X,,"€ 125,00","Absoluut geen beschadigingen. Altijd beschermd geweest, 100% werkend. Accu 87%gaat 1 gehele dag , incl. Nooit gedragen oortjes, in",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122257943-iphone-x
2024-06-03,iPhone X,64GB,"€ 75,00","Apple iphone x in het zilver met 64 gb opslagruimte aangeboden. Het toestel functioneert naar behoren, de batterijconditie is mome",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122422693-apple-iphone-x-64gb-zilver
2024-06-03,iPhone X,64GB,"€ 150,00",Te koop mooie iphone x 64 gb met nieuwe 🔋 faceidd probleem,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122211976-iphone-x-64-gb
2024-06-03,iPhone X,256GB,"€ 150,00",Iphone 10. 256Gb paar lichte krasjes op scherm. Batterij 87%,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122288084-iphone-x-10-256gb
2024-06-03,iPhone X,256GB,"€ 120,00","Iphone xs opslag: 256g kleur: spacegray face id: ja hoofdcamera: 12mp met optische beeldstabilisatie, portret modus, lightning, en",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122479320-iphone-xs-256g-zonder-icloud-lock
2024-06-03,iPhone X,256GB,"€ 180,00",Iphone x 256 gb 100% batterij er zit ook een zeer goed otterbox bescherm hoesje bij de mag er voor €20 bij gekocht worden,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122296977-iphone-x-256-gb-100-batterij
2024-06-03,iPhone X,256GB,"€ 200,00","Iphone x / space gray / 256 gb te koop. Altijd goed onderhouden, dus zo goed als nieuw.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122519115-iphone-x-space-gray-256-gb
