Date,Model,Capacity,Price,Link,Description
2024-06-17,iPhone Xs Max,,"€ 160,00",Zeer netjes in originele staat. Ook scherm is nog origineel.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127477186-iphone-xs-max-in-hele-nette-staat-incl-verpakking
2024-06-17,iPhone Xs Max,64GB,"€ 120,00",Die wordt niet meer gebruikt. Scherm voor is goed zit wat los achterkant is beschadigd. Voor de rest is die goed werkend te zien.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127543892-iphone-xs-max-64
2024-06-17,iPhone Xs Max,64GB,"€ 200,00",Kleine barst in de camera batterij recent vervangen mij wel doorgegeven dat het een originele batterij is voor meer vragen of foto,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127334296-iphone-xs-max-64gb
2024-06-17,iPhone Xs Max,64GB,"€ 155,00",Zeer nette en perfecte iphone xs max kleine beschadiging links boven niks ernstigs met screenprotector erop niks te zien super goe,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127330713-iphone-xs-max-64-gig
2024-06-17,iPhone Xs Max,512GB,"€ 220,00",Te koop aangeboden: iphone xs max 512gb zwart in goede conditie iphone xs max space grey 512gb nette staat alles werkt batterij go,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127283209-iphone-xs-max-512gb-zwart-in-goede-conditie
2024-06-17,iPhone Xs Max,64GB,"€ 200,00","Te koop: iphone xs max (64gb, goud) ik verkoop mijn iphone xs max in de kleur goud met 64gb opslag. Ik ben altijd zeer netjes met",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127466972-iphone-xs-max-64gb-goud-met-nieuwe-batterij
2024-06-17,iPhone Xs Max,64GB,"€ 160,00",Hallo hierbij een iphone xs max zwart van 64 gb alles doet het gewoon prima geen face id hij is met een hoesje bij wil minimale 16,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127523589-iphone-xs-max-64-gb-zwart
2024-06-17,iPhone Xs Max,64GB,"€ 175,00",Te koop aangeboden: iphone xs max 64gb wit in goede staat iphone xs max wit 64gb nette staat alles werkt batterij nieuw toebehoren,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127283976-iphone-xs-max-64gb-wit-in-goede-staat
2024-06-17,iPhone Xs Max,64GB,"€ 225,00",Iphone xs max space gray 64gb batterij conditie 80% geen krassen en nooit iets aan vervangen incl doosje en nieuwe screenprotector,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127276992-iphone-xs-max-64gb
2024-06-17,iPhone Xs Max,,"€ 175,00",Zeer nette iphone xs max geen krassen of andere schade u krijgt het oplaaddraadje erbij en hoesje geen laadblok,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127398428-iphone-xs-max
2024-06-17,iPhone Xs Max,,"€ 150,00",Goedwerkende nette iphone xs max inc lader en 2 hoesjes 🔋 nog prima en face id werkt ook prima wordt niet meer gereserveerd! Weg,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127452401-iphone-xs-max
2024-06-17,iPhone Xs Max,64GB,"€ 195,00",Momenteel beschikbare modellen: iphone xr | space grey | 64gb | 100% bat. | €195 inclusief het doosje en hoesje! Iphone xs |,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127495293-iphone-xr-xs-xs-max-11-en-11-pro-max-in-nieuwstaat
2024-06-17,iPhone Xs Max,64GB,"€ 501,00",Renewd® iphone renewd® is het beste duurzame alternatief voor je nieuwe iphone. De renewd® iphone is een gecertificeerd tweedehand,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127384305-renewd-iphone-xs-max-goud-64gb
2024-06-17,iPhone Xs Max,64GB,"€ 150,00",Groot model iphone. Type xs max met een opslag capaciteit van 64 gb. Zeer kleine gebruikssporen op het scherm. Originele doosje en,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127321386-iphone-xs-max-64gb
