Date,Model,Capacity,Price,Link,Description
2024-06-21,iPhone Xr,64GB,"€ 150,00",Iphone xr zwart 64gb in goede staat. Scherm en achterkant zijn perfect en hebben geen krassen. De telefoon heeft altijd een hoesje,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128666837-iphone-xr
2024-06-21,iPhone Xr,128GB,"€ 150,00",Iphone xr - ios 17.4.1 - 128Gb geheugen - batterijconditie 90% - face id werkt - simlock/accountlock vrij,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128708961-iphone-xr-zwart-128gb
2024-06-21,iPhone Xr,256GB,"€ 150,00",Goed werkende iphone xr met 256 gb geheugen. De iphone heeft wel lichte gebruikssporen: - barst in scherm rechts onderin - kleine,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128727426-iphone-xr-256gb-wit
2024-06-21,iPhone Xr,64GB,"€ 170,00","Hele nette iphone met doosje. Zitten enkel een paar kleine sporen van gebruik/krasjes op en om de rand van de camera (zie foto’s,",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128661723-nette-iphone-xr-zwart-64-gb
2024-06-21,iPhone Xr,64GB,"€ 160,00",Een witte iphone xr met 64gb capaciteit. Nog helemaal gaaf en altijd netjes mee omgegaan. Inclusief originele doos en oplader.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128604926-iphone-xr-white-64gb-onbeschadigd
2024-06-21,iPhone Xr,,"€ 70,00",Komt inclusief hoesje,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128660060-iphone-xr
2024-06-21,iPhone Xr,,"€ 200,00",Iphone xr zeer nette staat ik verkoop dit omdat ik een nieuwe telifoon heb de conditie is heel erg goed komt zonder telifoon doos,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128774735-iphone-xr-zeer-nette-staat
2024-06-21,iPhone Xr,64GB,"€ 200,00","Iphone xr 64gb kleur zilver, nog zo goed als nieuw. Geen schade geen krassen alles origineel. Batterij 83%, met orginele doosje en",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128776711-iphone-xr-64-gb-zilver-z-g-a-n
2024-06-21,iPhone Xr,64GB,"€ 125,00",Nog prima iphone! De achterkant is licht beschadigd. In het dagelijks gebruik merk je daar niks van. Zeker als er een hoesje omhee,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128770834-iphone-xr-64-gb
2024-06-21,iPhone Xr,64GB,"€ 125,00",Ivm upgrade bied ik deze iphone aan. De behuizing van de telefoon is in erg goede staat met alleen wat kleine sporen van gebruik o,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128787588-iphone-xr-64gb-wit
2024-06-21,iPhone Xr,64GB,"€ 40,00","Nog goeie iphone xr, heeft wel wat gebruikerssporen, maar kan zeker nog een ronde mee! Alle knoppen werken en opladen werkt goed.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128774396-iphone-xr-64gb-vaste-prijs
2024-06-21,iPhone Xr,64GB,"€ 95,00","Iphone xr, zwart 64 gb incl. Hoesje werkt perfect, maar heeft wel gebruiks-sporen batterij capaciteit niet uit te lezen ivm niet o",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128821204-iphone-xr-zwart-64-gb-incl-hoesje
