Date,Model,Capacity,Price,Link,Description
2024-06-18,iPhone Xs Max,,"€ 150,00",In goede staat iphone xs max! De telefoon komt met de doos en 4 extra hoesjes. Als u interesse heeft kunt een berichtje sturen.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127624427-iphone-xs-max
2024-06-18,iPhone Xs Max,256GB,"€ 200,00","Beste, hierbij een nieuwe iphone xs max aangeboden met 256gb geheugen. Zoals zichtbaar is deze in een andere behuizing gestopt. Vo",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127711605-nieuwe-iphone-xs-max-256gb-batt-100
2024-06-18,iPhone Xs Max,64GB,"€ 180,00",Hallo hierbij een iphone xs max zwart van 64 gb alles doet het gewoon prima geen face id hij is met een hoesje bij wil minimale 18,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127714945-iphone-xs-max-zwart-van-64-gb-zeer-netjes
2024-06-18,iPhone Xs Max,256GB,"€ 180,00","Te koop aangeboden:  deze apple iphone xs max met 256gb geheugen, space gray. Altijd normaal gebruikt en altijd met screen protect",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127821945-iphone-xs-max-256gb-zonder-gebruikssporen
2024-06-18,iPhone Xs Max,,"€ 200,00",Alles work prima 👌,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127856722-iphone-xs-max
2024-06-18,iPhone Xs Max,,"€ 195,00","Schone telefoon, wel een beetje krassen erop. Batterij percentage is 81% voor de rest is het een leuke telefoon een leuke bod doen",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127591839-iphone-xs-max
2024-06-18,iPhone Xs Max,64GB,"€ 195,00",Momenteel beschikbare modellen: iphone xr | space grey | 64gb | 100% bat. | €195 inclusief het doosje en hoesje! Iphone xs |,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127759772-iphone-xr-xs-xs-max-11-en-11-pro-max-in-nieuwstaat
2024-06-18,iPhone Xs Max,256GB,"€ 225,00",Ik verkoop mijn iphone xs max die nog in goede staat is. Deze komt inclusief 9 hoesjes en een beschermglaasje. De batterijconditie,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127786578-iphone-xs-max-gold-256gb
2024-06-18,iPhone Xs Max,,"€ 170,00","Iphone xs max waarvan alles nog werkt, dus de face id, toetsenbord en geluid enz. De iphone heeft een kapotte achterkant en een zw",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127824666-iphone-xs-max-achterkant-kapot
2024-06-18,iPhone Xs Max,256GB,"€ 225,00","In uitstekende staat verkeren xs max gold. Beschermglaasje moet vervangen worden, maar voor nu er nog op laten zitten. Batterij ca",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127807904-iphone-xs-max-gold-256gb
