Date,Model,Capacity,Price,Link,Description
2024-06-02,iPhone Xr,64GB,"€ 149,00","Voorjaarsschoonmaak, en ik verkoop mijn bureaula vol oude iphones. Iphone xr 64gb zwart, in goed conditie. Alleen een heel klein k",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2121719725-apple-iphone-xr-64gb-zwart
2024-06-02,iPhone Xr,,"€ 70,00",Kapotte iphone xr voor en achter kapot voor de rest werkt alles face id zit er ook op,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122008487-iphone-xr
2024-06-02,iPhone Xr,64GB,"€ 125,00","Met 64gb opslagruimte, simlock vrij, iphone xr te koop aangeboden. Hij ziet er als nieuw uit. Vaste prijs.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122079564-prachtige-iphone-xr-red-edition
2024-06-02,iPhone Xr,64GB,"€ 140,00",Apple iphone xr black edition 64gb 97% battery status tecnisch en uiterlijk ok met usb kabel en oplader prijs: €140,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2121808915-apple-iphone-xr-64gb-battery-97-140
2024-06-02,iPhone Xr,64GB,"€ 145,00","Iphone xr met 64gb, zonder enige krassen of beschadigingen.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122104632-iphone-xr-64gb
2024-06-02,iPhone Xr,64GB,"€ 140,00","Deze telefoon wordt geleverd in de originele doos, maar zonder de earpods.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2121996078-iphone-xr-64gb
2024-06-02,iPhone Xr,,"€ 135,00",Achter camera is defect,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2121918436-iphone-xr
2024-06-02,iPhone Xr,64GB,"€ 125,00","Wegens de aanschaf van een nieuwe iphone, bied ik mijn iphone xr 64 gb ter verkoop aan. - Iphone is zwart - geen krassen en/of bes",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2121957667-iphone-xr-64-gb-zwart
2024-06-02,iPhone Xr,128GB,"€ 135,00","Met hoesje, stekker en oplaad draad. Accu in begin van dit jaar vernieuwd. Goede en onbeschadigde staat.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122031758-iphone-xr-128gb
2024-06-02,iPhone Xr,,"€ 125,00","Kleine beschadiging op zijkant (3de foto) verder super goede staat, batterij is nog vrij goed. Altijd screenprotector gehad",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122051248-iphone-xr-68gb
2024-06-02,iPhone Xr,64GB,"€ 140,00",Iphone xr 64 gig. Wit. Geen beschadigingen aan de case alleen glaasje stuk lens achterkant,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122030270-iphone-xr-wit-64-gig
2024-06-02,iPhone Xr,128GB,"€ 200,00","Zeer nette iphone xr met 128 gb opslag, de afgelopen 3 jaar als 2e toestel gebruikt. Ziet er werkelijk nog als nieuw uit, heeft ge",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122025538-iphone-xr-128gb-zgan
2024-06-02,iPhone Xr,64GB,"€ 113,95","Iphone xr 64gb zwart achterkant is van glas en zitten barstjes in, verder is het toestel in orde. Alleen ophalen. Vaste prijs 110",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122155707-iphone-xr-64-gb
2024-06-02,iPhone Xr,64GB,"€ 160,00",Iphone 8 64gb koraal batterij 88% met oplader zonder doos alles werkt geen mankementen,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2121828772-iphone-xr-64gb-koraal
2024-06-02,iPhone Xr,64GB,"€ 138,00",Te koop in nette staat zijnde iphone xr achterkant zit een klein kras scheurtje maar voorscherm helemaal goed en werkend.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2121962477-iphone-xr-64-gb-wit
2024-06-02,iPhone Xr,64GB,"€ 135,00",Iphone hierbij bied een iphone xr aan. Scherm heeft altijd een glasplaatje overheen gezeten dus deze is krasvrij. Batterijpercenta,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122185161-iphone-xr-64gb-grey-donkergrijs
2024-06-02,iPhone Xr,64GB,"€ 140,00",Iphone xr 64gb zwart zeer goede staat altijd hoesje en screenprotector gebruikt . Zitten dus geen beschadigingen of krassen op.. ���,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122048540-iphone-xr-64gb-zwart
2024-06-02,iPhone Xr,,"€ 110,00",Telefoon heeft wat krasjes en butsjes maar werkt prima! Moet weg ivm aanschaf nieuwe telefoon.. Misschien leuk voor je kinderen!?,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122101383-iphone-xr-65gb
2024-06-02,iPhone Xr,64GB,"€ 100,00",Goed werkende nette iphone xr batterij is 83 procent zonder oplader erbij.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122133006-iphone-xr-64gb
2024-06-02,iPhone Xr,64GB,"€ 170,00",Te koop iphone xr 64gb. Alles werkt naar behoren.de telefoon is krasvrij,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2122136863-iphone-xr
