Date,Model,Capacity,Price,Link,Description
2024-06-24,iPhone 15 Pro,128GB,"€ 630,00",Te koop of te ruil iphone 15 pro black 128gb iphone heeft barts in scherm werkt prima en alles wegje gewoon momenteel batterij con,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129594507-iphone-15-pro-black-128gb-schade-met-garantie-te-koop-ruil
2024-06-24,iPhone 15,128GB,"€ 750,00",De batterij is nog 97% geen beschadigingen geen krasjes splinternieuw. 128Gb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129734022-iphone-15-matzwart
2024-06-24,iPhone 15,128GB,"€ 695,00",Tekoop nog een nieuwe iphone 15 in de mooie naturel kleur geel! Batterij capaciteit 100% compleet met doos en lader. Alleen open g,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129548005-iphone-15-nieuw-128gb-naturel-geel
2024-06-24,iPhone 15,,"€ 700,00","- ✅camera, microfoon, faceid & geluid werken - ✅originele doosje + lader + factuur -🔋batterijcapaciteit 100%",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129583544-iphone-15-roze-100-batterij
2024-06-24,iPhone 15,128GB,"€ 720,00","Nieuwe iphone 15 nog geseald, gekozen bij verlening abonnement. Maar wegens aanschaf telefoon via werk overbodig.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129719408-iphone-15-128-gb-zwart-geseald
2024-06-24,iPhone 15,256GB,"€ 700,00",Iphone 15 256 gb 5g compleet met bon paar weken oud inruilen mogelijk.moet opgehaald worden in genk belgie ik ben bereikbaar via w,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129829831-iphone-15-256-gb-5g-compleet-met-bon-inruilen-mogelijk
2024-06-24,iPhone 15,128GB,"€ 700,00","Nieuwe iphone 15 in doos , bij verlenging van abonnement gehad maar word niet gebruikt.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129619733-iphone-15-128gb-nieuw-in-doos
2024-06-24,iPhone 15,128GB,"€ 650,00",In gesealde verpakking nooit gebruikt van mn werkgever gekregen,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129812976-iphone-15-128gb-black-nieuw-ongeopend
2024-06-24,iPhone 15 Plus,128GB,"€ 800,00","Redotronics biedt aan : --- apple iphone 15 plus - 128gb - blue , green en pink kleur voor 800€ per stuk ( nieuw met open doo",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129719937-apple-iphone-15-plus-en-iphone-15-nieuw-met-100
2024-06-24,iPhone 15,256GB,"€ 775,00","Als nieuwe iphone 15 256gb pink paar maand oud, nauwelijks tot niet gebruikt. Is dan ook echt geheel als nieuw batterijconditie is",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129775416-iphone-15-256gb-nieuwstaat-garantie-batterij-100-inruil
2024-06-24,iPhone 15,128GB,"€ 750,00",Weinig te vertellen. Hij is splinternieuw met bon van kpn. Vandaag binnen.  Minimaal 700 wil ik ervoor. Au revoir!,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129675206-iphone-15-128gb-ongeopend-met-bon
2024-06-24,iPhone 15 Plus,128GB,"€ 850,00",2 weken oud zo goed als nieuw. Is maar 18 keer opgeladen.! Reden verkoop vind het te groot voor mijn handen. Factuur aanwezig geen,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129778950-iphone-15-plus-128-gb
2024-06-24,iPhone 15 Pro,128GB,"€ 845,00",Te koop iphone 15 pro 128 gb wit zo goed als nieuw alleen ophalen!!!!!!👍👍👍,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129792200-iphone-15-pro-zo-goed-als-nieuw
2024-06-24,iPhone 15,128GB,"€ 850,00",Hierbij bied ik mijn nieuwe iphone 15 aan. De telefoon zit nog nieuw in doos geseald. Hier overbodig door net een nieuwe telefoon.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129808569-iphone-15-128gb-black
2024-06-24,iPhone 15 Pro,128GB,"€ 750,00","Nog geen maand oud,hoesje en screen protector. Kom niet met onzin biedingen. Voor info pb.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129765560-iphone-15-pro-128g-titanium-black
2024-06-24,iPhone 15,128GB,"€ 695,00","Wilt u dit product direct in onze webshop bestellen en veilig met ideal afrekenen, klik dan op de link onderaan de advertentie!  ",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129651716-apple-iphone-15-128gb-groen-100-in-nieuwstaat
2024-06-24,iPhone 15 Pro,128GB,"€ 900,00","Nieuwe verpakking, ongeopend",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129795182-iphone-15pro-zwart-128gb-900-nieuwe
2024-06-24,iPhone 15 Pro,128GB,"€ 899,00",Iphone 15 pro titanium zwart 128gb geseald met bon prijs is vast,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129822722-iphone-15-pro-titanium-zwart-128gb-geseald-met-bon
2024-06-24,iPhone 15 Pro,128GB,"€ 900,00",Iphone 15 pro 128 gb geseald kleur wit factuur aanwezig,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129522788-iphone-15-pro-128-gb-geseald
2024-06-24,iPhone 15 Pro Max,256GB,"€ 995,00",🍏apple iphone 15 pro max 256gb gray titanium dit toestel is 3 maanden jong en is zowel optisch als technisch niet van nieuw te on,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129626446-apple-iphone-15-pro-max-256gb-gray-titanium-inruil-mogelijk
2024-06-24,iPhone 15 Pro Max,,"€ 900,00",Nieuwe iphone 15 pro max met een geheugen van 1tb. Betreft een telefoon van enkele weken oud. Telefoon is niet gebruikt! Enkel de,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129576123-iphone-15-pro-max-1tb
2024-06-24,iPhone 15 Pro,128GB,"€ 899,00",Apple iphone 15 pro 128gb black titanium nieuw verzegeld met factuur 2 jaar grantie hoesje en screenprotector er bij nieuw tel.06,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129825589-apple-iphone-15-pro-128gb-black-titanium-nieuw-verzegeld-bon
2024-06-24,iPhone 15 Pro,128GB,"€ 900,00","Redotronics biedt aan : apple iphone 15 pro - 128gb - naturel titanium , zwart titanium en blauw titanium geseald in doos en compl",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129617446-apple-iphone-15-pro-128-en-512gb-nieuw-met-100
2024-06-24,iPhone 15 Pro,128GB,"€ 950,00","Telefoon is ontvangen door abonement verlenging en wordt geseald en met bon aangeboden. Facturatie aantoonbaar, graag alleen serie",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129698514-geseald-iphone-15-pro-128gb-blauw-titanium-factuur-odido
2024-06-24,iPhone 15 Pro,128GB,"€ 929,99",Wil je dit product direct in onze webshop bestellen en veilig afrekenen met ideal? Klik dan op de link bij deze advertentie.   Nu,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129627718-iphone-15-pro-128gb-titanium-white-nieuw-uit-doos
