Date,Model,Capacity,Price,Link,Description
2024-06-17,iPhone X,64GB,"€ 100,00","Te koop iphone x met 64gb in de kleur wit, de telefoon is zo goed als nieuw geen krassen of beschadigingen aan de voorkant als de",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127469737-iphone-x-64gb-white
2024-06-17,iPhone X,64GB,"€ 110,00","Iphone x, opslag 64 gb, space grey. Alleen ophalen.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127297852-nette-iphone-x-batterij-90
2024-06-17,iPhone X,64GB,"€ 140,00",Iphone x 64gb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127486575-iphone-x-64gb
2024-06-17,iPhone X,,"€ 175,00",Iphone x met batterij conditie van 100%. Zeer nette staat,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127286112-iphone-x-in-zeer-goede-staat
2024-06-17,iPhone X,64GB,"€ 125,00",Iphone x zwart 64gb zo goed als nieuw ophalen en bekijken mogelijk,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127531817-iphone-x-zwart-64gb
2024-06-17,iPhone X,64GB,"€ 120,00",Iphone x 64 gb met oplader,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127358898-iphone-x-64-gb
2024-06-17,iPhone X,,"€ 120,00",Iphone x bij deze verkoop ik mijn iphone x - overgestapt naar één nieuwe. Batterij is 78. Telefoon is nog uitstekend en kan opgeha,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127340355-iphone-x
2024-06-17,iPhone X,64GB,"€ 75,00",Er zit links onder een zwarte vlek maar daar heb je geen last van. Batterijconditie 100% 64 gb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127446880-iphone-x-zilver-64gb-zwarte-vlek-in-scherm
2024-06-17,iPhone X,64GB,"€ 125,00",Werkt nog helemaal. Scherm krasvrij. Achterkant vrijwel krasvrij. Lichte gebruikerssporen aan de zijkant. Iphone x opslag: 64gb kl,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127475340-iphone-x-64gb-zgan
2024-06-17,iPhone X,256GB,"€ 200,00","Toestel is nooit zonder beschermhoes of screenprotector geweest, ziet er echt als nieuw uit. Recent vervangen door 15 dus deze mag",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127543513-apple-iphone-x-256-gb-space-gray
2024-06-17,iPhone X,64GB,"€ 80,00","Iphone x 64 gb alles werkt naar behoren! Achterglas is gebarsten, met hoesje zie en merk je daar niks van. Icloud en simlock vrij.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127395880-iphone-x-spacegray-64gb
2024-06-17,iPhone X,,"€ 115,00",Werkt nog perfect! Zonder krasjes,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127461438-iphone-x-geen-krasjes
2024-06-17,iPhone X,256GB,"€ 130,00",Ik verkoop dit omdat ik een nieuwe heb gekregen bij m’n contract,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127243094-te-koop-nette-iphone-x-256-gn
2024-06-17,iPhone X,64GB,"€ 125,00","Iphone x 64 gb in zeer goede staat geen krassen, werkt perfect simlock vrij batterij conditie 100% met nieuwe oplader geen face id",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127341815-iphone-x-64gb-batterij-conditie-100
2024-06-17,iPhone X,,"€ 130,00",Batterij ongeveer 80%. Opladen gaat wat lastig maar na schoonmaken zou het weer goed moeten doen. Verder niks mis mee. Bieden mag.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127413801-iphone-x
2024-06-17,iPhone X,64GB,"€ 160,00",Beste mensen langs deze weg wil ik graag mijn iphone x verkopen geheugen van 64 gb batterij van 100% en 89% een gratis hoesje bij,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127285636-iphone-x-zwart-64-gb-top-staat-en-accu-van-100
2024-06-17,iPhone X,,"€ 210,00","Iphone x werkt nog helemaal goed, er zitten geen krasjes op en de telefoon is als nieuw, er zit een heel klein krasje op de camera",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127500189-iphone-x-helemaal-mooi
2024-06-17,iPhone X,64GB,"€ 135,00",Gebruikt maar in echt goede state,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127197940-iphone-x-64-gb
2024-06-17,iPhone X,64GB,"€ 130,00",Ik verkoop dit omdat ik al een tijdje een andere telefoon heb en deze nu niet gebruik. De telefoon is nog in goede staat en heb er,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127457472-iphone-x-zwart-64gb
