Date,Model,Capacity,Price,Link,Description
2024-06-22,iPhone 8,64GB,"€ 80,00",Iphone 8 64 gb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128934859-iphone-8-64-gb
2024-06-22,iPhone 8,,"€ 80,00","Ik verkoop dit omdat hij niet meer word gebruikt. Hij is helemaal goed, voor verdere vragen stuur gerust een berichtje!",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129154643-iphone-8-moet-weg
2024-06-22,iPhone 8,64GB,"€ 75,00",Iphone 8 met 64gb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128862590-iphone-8-met-64gb
2024-06-22,iPhone 8,256GB,"€ 95,00",Batterijcapaciteit 100% opslag 256gb paar krasjes zo goed als nieuw,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128996129-iphone-8-256gb
2024-06-22,iPhone 8 Plus,64GB,"€ 125,00",In keurige staat met doosje erbij geen oplader apple iphone 8 plus,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128959364-nette-iphone-8-plus-zwart-met-64-gb
2024-06-22,iPhone 8 Plus,64GB,"€ 100,00",Nog in nieuwstaat een iphone 8 plus wit 64gb. 1 Krasje wat iets zichtbaar is maar niet noemenswaardig zie foto’s,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128948221-iphone-8-plus
2024-06-22,iPhone 8,64GB,"€ 100,00","Iphone 8 64gb gold (lijkt soms meer rose) inclusief de koptelefoon, laadkabel en laadblok. De batterijconditie is 80%. Ziet er moo",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129083910-iphone-8-64gb-inclusief-lader-en-koptelefoon
2024-06-22,iPhone 8,64GB,"€ 80,00",Nette iphone 8 zonder krassen of deuken.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128932170-iphone-8-64gb
2024-06-22,iPhone 8 Plus,64GB,"€ 75,00",Hiii hierbij een iphone 8 plus zwart van 64 gb en iphone 7 gold van 128 gb alle twee 100% in orde en geen problemen u max ze zelf,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129145681-iphone-8-plus-van-64-gb-en-iphone-7-van-128-gb-zgan
2024-06-22,iPhone 8,64GB,"€ 100,00",Mooi iphone 8 64 gb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129144632-iphone-8
2024-06-22,iPhone 8,64GB,"€ 115,00",Iphone 8 64gb 64gb zwart in zeer nette staat batt capaciteit zeer goed touch id werkt oveige functies werken zoals het hoort helaa,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129167196-als-nieuw-iphone-8-64gb
2024-06-22,iPhone 8,64GB,"€ 50,00",Nog goed functionerende iphone 8. Had niet weggehoeven. Heb de iphone x van mn dochter overgenomen. Krijg hem btw niet lekker op d,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128903757-iphone-8-zwart-64-gb
2024-06-22,iPhone 8,64GB,"€ 40,00",Goedwerkende iphone 8 wit met 64gb en een batterijcapaciteit van 100% zie foto telefoon is in goede staat en werkt vlot en zoals h,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128922500-goedwerkende-iphone-8-met-64gb
2024-06-22,iPhone 8,,"€ 100,00",Nog goed werkende iphone 8 alleen wat barsten onder in het scherm zie foto’s meer vragen stel ze maar,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128847607-iphone-8
2024-06-22,iPhone 8,64GB,"€ 105,00","In zeer goede staat, geen beschadigingen, batterij conditie 89%",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128881823-iphone-8-zwart-64gb-batterijconditie-89
