Date,Model,Capacity,Price,Link,Description
2024-06-21,iPhone X,256GB,"€ 175,00","Te koop apple iphone x 256 gb, zwart cosmetisch en technisch in goede staat, batterij is goed alleen wat vaker opladen. Incl. Kabe",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128545855-iphone-x-256gb
2024-06-21,iPhone X,64GB,"€ 150,00",Apple iphone x 64gb battery status 89% origineel. Met fast lader en usb kabel netjes staat. Technisch ook ok. Clean icloud etc vas,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128702034-apple-iphone-x-met-accessoire-zgan-64gb-150
2024-06-21,iPhone X,256GB,"€ 170,00",Iphone x 256gb zwart in top staat alles werkt voor 100% graag bieden via marktplaats,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128786204-iphone-x-in-nieuwstaat-256gb-100-werkend
2024-06-21,iPhone X,,"€ 100,00","Zeer nette iphone , niets mis mee geen oplader bij koopje ! 81% Batterij vaste prijs !!!",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128654911-iphone-x
2024-06-21,iPhone X,64GB,"€ 120,00",Bij deze bied ik deze zo goed als nieuwe iphone x aan. Deze iphone is compleet schade en kras vrij! De opslag van de telefoon is 6,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128760049-iphone-x-grey-64gb
2024-06-21,iPhone X,64GB,"€ 135,00",Te koop mooie goedwerkende iphone x 64 gb zonder beschadigingen of krassen. Batterij percentage 87% kleur space grey. Compleet in,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128707088-mooie-apple-iphone-x
2024-06-21,iPhone X,64GB,"€ 150,00","Nette iphone x, 64gb space gray. Gaat weg omdat we een nieuwe hebben gekocht. Er zit ook nog een aantal hoesjes bij.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128798542-iphone-x-64gb-space-gray
2024-06-21,iPhone X,64GB,"€ 175,00","Deze iphone x is in uitstekende staat, tijdelijk gebruikt totdat ik recent een nieuwe samsung heb gehaald. Geen enkele kras, besch",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128820601-iphone-x-64gb-wit-zo-goed-als-nieuw
2024-06-21,iPhone X,,"€ 200,00",I phone x,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128710334-iphone-x
2024-06-21,iPhone X,64GB,"€ 125,00",Iphone x 64 gb ziet er perfect uit. Doos en pinnetje voor simkaart zit erbij. Geen oortjes en geen oplader.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128580716-iphone-x-64-gb-ziet-er-perfect-uit
2024-06-21,iPhone X,,"€ 60,00","1 x iphone 7 grijs/zilver (foto 1 t.e.m. 8). Model a1778. Werkt goed, de home button is defect (dus met assistive touch). Batterij",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128630264-iphone-7-2-x
2024-06-21,iPhone X,64GB,"€ 150,00",Hallo te koop: een zwart iphone x van 64 gb top staat en batterij capaciteit van 89% zeer netjes en alles is werkend te zien biede,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128665617-apple-iphone-x-zwart-64-gb-gewoon-nieuwe-staat
2024-06-21,iPhone X,64GB,"€ 150,00",Zorgvuldig gebruikt met lichte gebruikers sporen. Scherm heeft altijd een screenprotector gehad. Mini krasje (zie foto) aan de bov,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128532404-apple-iphone-x-64gb
2024-06-21,iPhone X,,"€ 20,00",Defect gaat niet aan.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128715497-apple-iphone-x-defect
2024-06-21,iPhone X,256GB,"€ 150,00","Te koop aangeboden mijn iphone x met 256gb geheugen in zeer nette staat. Zie foto’s. Deze iphone heeft altijd in een goede, origin",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128664978-iphone-x-256gb-100-batt-conditie-nette-staat
2024-06-21,iPhone X,64GB,"€ 200,00","Iphone x max 64 gb , zwart",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128807845-iphone-x-max-64-gb-zwart
2024-06-21,iPhone X,64GB,"€ 165,00",Zeer mooie iphone x 64gb. Ziet er nog prima uit en werkt zonder problemen. Met doos zonder oplader.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128727726-zeer-mooie-iphone-x-64gb
2024-06-21,iPhone X,256GB,"€ 130,00","Iphone xs max 256gb goud aangeboden, opvolger van de iphone x. Inclusief doos en screenprotector (moet nog wel geplaatst worden):",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128759748-iphone-xs-max-256gb-zgan
2024-06-21,iPhone X,64GB,"€ 199,00",Beste bezoeker hierbij 2 keer iphone xs max van 256 gb en 64 gb alle twee echt top staat alles is werkend te zien behalve de face,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128552191-iphone-xs-max-van-256-gb-en-64-gb-zgan
2024-06-21,iPhone X,,"€ 250,00",Iphone x,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128740582-iphone-x
