Date,Model,Capacity,Price,Link,Description
2024-06-24,iPhone Xr,128GB,"€ 150,00",Iphone xr - ios 17.3.1 - 128Gb geheugen - batterijconditie 94% - face id werkt - simlock/accountlock vrij,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129733018-iphone-xr-zwart-128gb
2024-06-24,iPhone Xr,128GB,"€ 110,00",Aangeboden een nette iphone xr uit 2020. Het is een toestel met 128gb opslag. De accucapaciteit is nog 85%. Er zit een zo goed als,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129619538-iphone-xr-128gb-uit-2020
2024-06-24,iPhone Xr,64GB,"€ 100,00",Alleen voorkant camera werkt niet meer. In erg goede staat. Vraag maar raak.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129819228-iphone-xr-64gb
2024-06-24,iPhone Xr,128GB,"€ 190,00",Deze iphone xr in kleur coral/koraal is in absolute nieuw staat. Model: xr / a2105 128gb wie maakt me los? Op te halen nabij rotte,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129642184-iphone-xr-128gb-coral-nieuwstaat
2024-06-24,iPhone Xr,64GB,"€ 150,00",Ik verkoop mijn telefoon omdat ik zelf een nieuwe heb gekocht! Er heeft altijd een hoesje om de iphone gezeten. Op het scherm en o,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129571828-iphone-xr-64gb-wit
2024-06-24,iPhone Xr,,"€ 190,00",Iphone xr,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129831385-iphone-xr
2024-06-24,iPhone Xr,64GB,"€ 90,00","In nette staat met enkele gebruiks sporen: - scherm heeft een barst van links naar rechts, maar het werkt momenteel nog wel. - Een",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129623434-iphone-xr-64gb-roze
2024-06-24,iPhone Xr,128GB,"€ 75,00","Goede staat telefoon werkt naar behoren. Scherm is krasvrij! Helaas alleen gevallen op de achterkant zie foto, achterkant is gebar",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129784280-iphone-xr-128-gb-wit
2024-06-24,iPhone Xr,64GB,"€ 160,00","Iphone xr 64 gb - altijd een screenprotector gehad, geen beschadigingen op het glas zelf - kleine gebruikerssporen op de zijkant v",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129545129-iphone-xr-64gb-zwart
2024-06-24,iPhone Xr,,"€ 135,00",Batteri conditie 85% kleine beschadiging in de screenprotector zoals te zien op de foto,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129791895-iphone-xr
2024-06-24,iPhone Xr,128GB,"€ 200,00",Te koop vanwege nieuwe telefoon. Is nog zo goed als nieuw. Voor- en achterkant krasvrij. Wordt geleverd met de bijbehorende oordop,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129746235-apple-iphone-xr-128gb-krasvrij-compleet-met-nieuwe-oordopjes
2024-06-24,iPhone Xr,64GB,"€ 150,00","Apple iphone xr - werkt nog goed - wordt verkocht, omdat ik een nieuwe telefoon heb aangeschaft - lichte gebruiksporen op het sche",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129809019-apple-iphone-xr-64-gb
2024-06-24,iPhone Xr,,"€ 150,00",Scherm is stuk,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129598192-iphone-xr
2024-06-24,iPhone Xr,,"€ 110,00",Batterij percentage is 90%,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129730394-iphone-xr
2024-06-24,iPhone Xr,128GB,"€ 110,00",Iphone xr zo goed als nieuw 128gb met oplader,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129695702-iphone-xr-128gb
2024-06-24,iPhone Xr,64GB,"€ 130,00",Zo goed als nieuw altijd in hoesje gebruikt alles werkt prima 82% batterijpercentage,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129783712-iphone-xr-64gb-wit-in-nieuwstaat
2024-06-24,iPhone Xr,256GB,"€ 75,00",Prima werkend toestel alleen het scherm en achterkantje dient eventueel vervangen te worden. Krassen en barsten wegens laten valle,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129521988-iphone-xr-256gb-83-batterij-capaciteit
2024-06-24,iPhone Xr,64GB,"€ 260,00",De iphone verkeert in een goede staat altijd screenprotector gebruikt dus krasvrij en schade vrij. Batterij heeft een conditie van,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129721583-iphone-xr-64-gb-wit
2024-06-24,iPhone Xr,64GB,"€ 150,00","Iphone xr zwart 64 gb, werkt nog goed! De iphone heeft zowel aan de voor- en achterkant geen krassen/barsten in het scherm (de fot",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129609221-iphone-xr-64-gb
2024-06-24,iPhone Xr,64GB,"€ 189,99",Apple iphone xr 64gb accu 89% nieuwe usb kabel apple iphone xr 64gb accuconditie 89% 6.1 Inch scherm 3 gb ram werkgeheugen ios 17.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129701373-apple-iphone-xr-64gb-accu-89-nieuwe-usb-kabel
