Date,Model,Capacity,Price,Link,Description
2024-06-05,iPhone X,256GB,"€ 110,00","Apple iphone 10, in zeer goede staat , kleine beschadiging onder aan het glas, met stevig backcover, 256 gb",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123117145-apple-iphone-x
2024-06-05,iPhone X,,"€ 120,00",Kras aan de achterkant,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123199177-iphone-x
2024-06-05,iPhone X,128GB,"€ 150,00","Ik verkoop dit omdat ik een nieuwe telefoon heb aangeschaft. De conditie is goed, geen krassen of beschadigingen. De batterij is a",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123161586-iphone-x-wit-128gb
2024-06-05,iPhone X,,"€ 100,00",Hij werkt goed:),https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123194887-iphone-x-max
2024-06-05,iPhone X,64GB,"€ 25,00",Iphone x gaat niet meer aan 64gb voor onderdelen,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123002779-apple-iphone-x-defect
2024-06-05,iPhone X,256GB,"€ 100,00",Iphone x te koop.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123145418-iphone-x-256gb
2024-06-05,iPhone X,256GB,"€ 200,00",In goede staat werkende face-id en oplaad stekker kleine schade rechter bovenhoek maar nauwelijks zichtbaar met hoesje accu 87%,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123219717-iphone-x-256gb-grey
2024-06-05,iPhone X,256GB,"€ 150,00","Ik verkoop dit omdat ik een nieuwe telefoon heb, de staat is zeer goed alles werkt nog goed en er zitten geen krassen op de voorka",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123237840-iphone-x-256gb-met-eventueel-hoesje
2024-06-05,iPhone X,,"€ 100,00","Incl. Doosje, hoesje en oplaadkabel.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123248862-te-koop-iphone-x-10-zonder-gebruiksschade-zwart
2024-06-05,iPhone X,64GB,"€ 120,00",Goed werkend. Altijd in hoesje gezeten met beschermingsmiddel glas. Oplader is gevoelig. Draadloos oplader werkt perfect. Geen kra,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123180411-iphone-x-64-gb
2024-06-05,iPhone X,64GB,"€ 170,00",Zeer mooie iphone x 64gb. Ziet er nog prima uit en werkt zonder problemen. Met doos zonder oplader. Bieden is vanaf 150€,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123147056-zeer-mooie-iphone-x-64gb
2024-06-05,iPhone X,64GB,"€ 200,00",Iphone x space gray 64 gb. Plus toebehoren. Conditie accu is 90% ivm doorschuif in familielid doen we deze weg. Met : oplader. Hoe,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123199550-iphone-x-space-gray-64-gb-plus-toebehoren
