Date,Model,Capacity,Price,Link,Description
2024-06-19,iPhone Xs Max,64GB,"€ 149,00",Nette iphone xs max met 64gb . Hij is compleet met doos en hoesje . Vast prijs,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127918084-nette-iphone-xs-max
2024-06-19,iPhone Xs Max,,"€ 200,00",Iphone xs max met oplader en screenprotectors + hoesje,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128113294-iphone-xs-max-met-oplader-e-d
2024-06-19,iPhone Xs Max,64GB,"€ 150,00","Batterij percentage 86% geluid opnemen bij een video werkt niet helemaal goed, het geluid word niet goed opgenomen. Verder werkt d",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127961877-iphone-xs-max-64-gb
2024-06-19,iPhone Xs Max,64GB,"€ 150,00","Hierbij verkoop ik deze mooie iphone xs max 64gb in de kleur zilver. De telefoon doet het nog goed, face id functioneert ook naar",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127944068-erg-mooie-iphone-xs-max-white-64gb-met-krasvrij-beeldscherm
2024-06-19,iPhone Xs Max,64GB,"€ 225,00",Hierbij verkoop lk iphone xs max 64gb. Telefoon ziet er nog goed uit en functioneert nog perfect. Nooit eerder open geweest voor r,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128068817-iphone-xs-max-64gb-goud
2024-06-19,iPhone Xs Max,256GB,"€ 199,00",Hallo hierbij een zwarte iphone xs max 256 gb met een hoesje alles is werkend te zien behalve de face id werk echt goed bieden van,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127966330-iphone-xs-max-black-256-256-gb
2024-06-19,iPhone Xs Max,64GB,"€ 160,00",Iphone xs max zilver 64gb kras- en schadevrij inclusief doosje zonder oplader en oortjes,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128038335-iphone-xs-max-zilver-64gb
2024-06-19,iPhone Xs Max,64GB,"€ 230,00",Hierbij verkoop ik mijn iphone xs max 64gb goud nooit problemen mee gehad maar staat in de kast en wil er van af de batterij perce,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128091811-iphone-xs-max-64gb-gold-krasvrij
2024-06-19,iPhone Xs Max,,"€ 100,00",Iphone xs max ik verkoop deze omdat ik een nieuwe heb gekocht en dan kan ik hier niks meer mee de achter kant is gebarsten maar me,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127950349-iphone-xs-max
2024-06-19,iPhone Xs Max,,"€ 140,00",Goedwerkende nette iphone xs max inc lader en 2 hoesjes 🔋 nog prima en face id werkt ook prima wordt niet meer gereserveerd! Weg,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128109454-iphone-xs-max
2024-06-19,iPhone Xs Max,64GB,"€ 175,00",Iphone xs max toestel werkt uitstekend! ✅64Gb ✅nieuwe battery ✅face id werkend ✅ophalen in zwolle ✅verzenden mogelijk - iphone xs,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128172126-iphone-xs-max
