Date,Model,Capacity,Price,Link,Description
2024-06-07,iPhone 12 Mini,64GB,"€ 225,00",Een zo goed als nieuwe iphone 12 mini 64 gb. Zonder krassen of beschadigingen. De iphone heeft al een screenprotector. Incl oplaad,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123640018-iphone-12-mini-64-gb
2024-06-07,iPhone 12 Pro,128GB,"€ 250,00",Apple iphone 12 128gb groen. Beschadigd scherm rechtsbovenin (reparatiekosten 100 euro +-) recent nieuwe batterij ingeplaatst. 1 J,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123658993-apple-iphone-12-128gb-groen-2-screenprotectors
2024-06-07,iPhone 12,64GB,"€ 285,00",Hierbij mijn oude tel in nog zeer nette staat 12 64gb geen mankementen!! Compleet in doos: boekjes laadkabel (originele) 2 hoesje,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123764254-apple-iphone-12-64gb-zeer-nette-staat
2024-06-07,iPhone 12,256GB,"€ 325,00",256gb screenprotector hoesjes batterij 89% reden nieuwe telefoon gekregen. Niet vragen naar de laagste prijs,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123838798-iphone-12-256gb
2024-06-07,iPhone 12 Mini,,"€ 250,00","Toestel is in perfect staat en komt met 2 hoesjes, er zit een privacy screenprotector op. Batterijpercentage is 85% kan geruild wo",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123872233-iphone-12-mini-koop-of-ruil
2024-06-07,iPhone 12,128GB,"€ 230,00",Hallo hierbij een iphone 12 van 128 gb red echt top staat alles is werkend te zien behalve de face id compleet in doos met een hoe,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123617451-iphone-12-rood-van-128-gb-te-netjes-en-mooie
2024-06-07,iPhone 12,64GB,"€ 225,00",Ik verkoop dit omdat ik een nieuwe heb aangeschaft,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123704069-iphone-12-64-gb
2024-06-07,iPhone 12,128GB,"€ 265,00","Zeer nette, apple iphone 12, 128 gb. Altijd in een zeer robuuste mous case gezeten inclusief screenprotector. Scherm en glas zien",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123652106-iphone-12-128gb-blauw
2024-06-07,iPhone 12,,"€ 220,00","Ik verkoop deze telefoon omdat ik een nieuwe telefoon heb aangeschaft. De telefoon werkt nog super goed, geen barsten of beschadig",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123717681-iphone-12-paars
2024-06-07,iPhone 12,64GB,"€ 250,00",Iphone12 incl originele doos en hoesje kleur zwart 64gb 1 kleine beschadiging onderkant telefoon zie foto verder is het een mooie,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123799432-iphone-12-64-gb
2024-06-07,iPhone 12,128GB,"€ 275,00","Nette iphone met nieuwe scherm face id werkt alles werkt naar behoren, je mag uiteraard hem testen. Originele doos, gebruikt hoesj",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123643359-iphone-12-128gb-wit-vaste-prijs
2024-06-07,iPhone 12,,"€ 225,00",Zeer nette iphone 12 in goede staat. Ik doe hem weg vanwege een nieuwe telefoon.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123881890-iphone-12-telefoon
2024-06-07,iPhone 12,64GB,"€ 350,00","Mijn oude iphone 12 (64gb) te koop. Ik heb altijd een hoesje gebruikt, waardoor die geen grote beschadiging heeft, wel paar kleine",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123630284-iphone-12-64gb-zwart
2024-06-07,iPhone 12,64GB,"€ 270,00",Wegens verlenging abonnement te koop aangeboden iphone 12 64 gb 19 maanden oud accu 89 procent 6 hoesjes 1gehard glasplaatje 1 tou,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123847089-iphone-12-64-gb
2024-06-07,iPhone 12,128GB,"€ 295,00",Zeer nette iphone batterij percentage 88% wat lichte gebruiksspoortjes 128gb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123838729-apple-iphone-12-128gb
2024-06-07,iPhone 12,,"€ 285,00","Vanwege aanschaf nieuwe verkoop ik deze iphone 12. Helemaal gaaf, zie foto’s. Het is 126 gb en alles werkt. Geen onzin biedingen.",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123731118-iphone-12
