Date,Model,Capacity,Price,Link,Description
2024-06-22,iPhone X,256GB,"€ 199,99",Iphone 10 of ook wel iphone x met 256gb zwart. Komt netjes in doos en zit al in een screen protector. Mag voor een leuk prijsje we,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129170343-iphone-10-iphone-x-256gb-zwart-incl-doos-altijd-in-scrnpr
2024-06-22,iPhone X,64GB,"€ 100,00","Iphone x - 64gb nog geheel gaaf, met originele doos. Batterij-percentage 76%, dus werkt zeker nog goed maar moet keer vervangen wo",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129096601-iphone-x-64gb
2024-06-22,iPhone X,64GB,"€ 110,00",I am selling this because i got a new one from my parents face id working everything else is good only battery 🪫 need to be repla,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129005717-iphone-x-64gb-black
2024-06-22,iPhone X,,"€ 170,00","Super mooi en goed werkend, geen krassen op de telefoon, met een goed beschermend hoesje",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128971995-mooie-witte-iphone-x
2024-06-22,iPhone X,,"€ 125,00",Iphone x bijna perfecte staat,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129141744-iphone-x-bijna-perfecte-staat
2024-06-22,iPhone X,,"€ 100,00","Zeer nette iphone , niets mis mee geen oplader / doosje bij koopje ! 81% Batterij vaste prijs !!!",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129016620-iphone-x
2024-06-22,iPhone X,64GB,"€ 199,99",Apple iphone x 64gb specificaties: 5.8 Inch oled touchscreen 64gb opslagcapaciteit 3gb ram werkgeheugen 12mp+12mp dual-camera 7mp,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128999863-apple-iphone-x-64gb
2024-06-22,iPhone X,256GB,"€ 200,00",Zo goed als nieuw. Kleur zwart ik verkoop dit omdat ik heb een nieuwe gekregen als cadeaude conditie is zonder enige beschadiging.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129108756-iphone-x-256-gb-100-batterij-nieuwe-schermplaat
2024-06-22,iPhone X,256GB,"€ 150,00","Te koop aangeboden mijn iphone x met 256gb geheugen in zeer nette staat. Zie foto’s. Deze iphone heeft altijd in een goede, origin",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129098991-iphone-x-256gb-100-batt-conditie-goede-staat
2024-06-22,iPhone X,,"€ 200,00",Goede werkende telefoon,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2129088544-apple-iphone-x
2024-06-22,iPhone X,256GB,"€ 199,00",Hallo hierbij een zwarte iphone xs max 256 gb met een hoesje alles is werkend te zien behalve de face id werk echt goed bieden van,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2128878863-iphone-xs-max-black-256-gb-256-gb
