Date,Model,Capacity,Price,Link,Description
2024-06-16,iPhone Xs Max,64GB,"€ 150,00",Ik verkoop dit omdat ik een nieuwe telefoon heb het is in goede staat geen barsten geen krassen telefoon werkt 100% de maximumcapa,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2126903604-iphone-xs-max-space-gray-64gb
2024-06-16,iPhone Xs Max,64GB,"€ 160,00",Iphone xs max 64gb met doos en hoesje te koop . Toestel is zo goed als nieuwe . Bieden vanaf €150,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2126975528-iphone-xs-max
2024-06-16,iPhone Xs Max,,"€ 100,00",- iphone xs max - batterij percentage 80% - orginele doos schade: zie foto’s,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127068200-iphone-xs-max
2024-06-16,iPhone Xs Max,64GB,"€ 175,00",Zo goed als nieuw iphone xs max altijd met hoesje erom gebruikt en altijd bescherm glaasje opgezeten hierdoor geen gebruikers spor,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2126893962-iphone-xs-max-64-gb
2024-06-16,iPhone Xs Max,256GB,"€ 175,00",Te koop: iphone xs max 256gb space grey ben je op zoek naar een iphone? Dan is deze gebruikte iphone xs max iets voor jou! Specifi,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127000836-iphone-xs-max-256gb-space-grey
2024-06-16,iPhone Xs Max,,"€ 150,00",Telefoon heeft krassen en een barst. Niet aankomen met heb ik niet gezien dus. Werkt verder nog naar behoren . Alleen de selfie ca,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127165417-iphone-xs-max
2024-06-16,iPhone Xs Max,64GB,"€ 199,00",Beste bezoeker hierbij 2 keer iphone xs max van 256 gb en 64 gb alle twee echt top staat alles is werkend te zien behalve de face,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2126848533-iphone-xs-max-zwart-256-gb-en-64-gb
2024-06-16,iPhone Xs Max,64GB,"€ 150,00","De iphone ziet netjes uit en werkt zoals het hoort, alleen de face id werkt niet batt.percentage is 87% inruil mogelijk",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127123090-iphone-xs-max-64gb-face-id-defect
2024-06-16,iPhone Xs Max,256GB,"€ 175,00",Ik verkoop deze telefoon omdat ik een nieuwe heb,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127071956-iphone-xs-max-256gb-geen-face-id-achterkant-beschadigd
2024-06-16,iPhone Xs Max,64GB,"€ 175,00",Momenteel beschikbare modellen: iphone xr | space grey | 64gb | 100% bat. | €195 inclusief het doosje en hoesje! Iphone xs |,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2127160138-iphone-xr-xs-xs-max-11-en-11-pro-max-in-nieuwstaat
