Date,Model,Capacity,Price,Link,Description
2024-06-06,iPhone Xs Max,64GB,"€ 195,00","Ivm overstap naar samsung verkoop ik mijn iphone xs max ziet er zo goed als nieuw uit, bijna geen gebruikersporen. Kort geleden is",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123420507-iphone-xs-max-64gb-in-nieuwstaat
2024-06-06,iPhone Xs Max,,"€ 200,00",Foto's spreken voor zich werkt uitstekend.,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123270955-krasvrije-gold-iphone-xs-max
2024-06-06,iPhone Xs Max,64GB,"€ 250,00",Hele nette krasvrije iphone xs 64 gb batterij 100% op 8-5-2024 nieuwe orginele batterij laten plaaten bij apple service center kan,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123324468-iphone-xs-max-64gb-100-batterij
2024-06-06,iPhone Xs Max,256GB,"€ 90,00",Iphone xs max 256gb helaas heb ik de toestel laten vallen waarbij die schade heeft aan de display + achterkant 256gb ophalen of ve,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123371498-iphone-xs-max-256gb
2024-06-06,iPhone Xs Max,256GB,"€ 150,00",Apple iphone xs max 256 gb. Let op! Barsten op de voorkant! Werkt verder naar behoren! Wordt met lader geleverd,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123506928-iphone-xs-max-256-gb
2024-06-06,iPhone Xs Max,64GB,"€ 225,00","Deze iphone is nog in goede staat, altijd een hoesje + screenprotector op gezeten. Deze iphone heeft een opslagcapaciteit van 64 g",https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123515333-apple-iphone-xs-max-64-gb-zwart-89-batterijconditie
2024-06-06,iPhone Xs Max,,"€ 180,00",Iphone xs max zeer nette staat 🔋 82% inc hoesje,https://www.marktplaats.nl/v/telecommunicatie/mobiele-telefoons-apple-iphone/m2123453125-iphone-xs-max
